"","50.0.05","200.0.05","350.0.05","500.0.05","650.0.05","800.0.05","950.0.05","1100.0.05","50.0.1","200.0.1","350.0.1","500.0.1","650.0.1","800.0.1","950.0.1","1100.0.1","50.0.2","200.0.2","350.0.2","500.0.2","650.0.2","800.0.2","950.0.2","1100.0.2","group","platform"
"113",0.481481481481481,0.647706422018349,0.636363636363636,0.687619047619048,0.718199608610568,0.68695652173913,0.723562152133581,0.742805755395683,0.595103578154426,0.701195219123506,0.778947368421053,0.75,0.797570850202429,0.815175097276265,0.827788649706458,0.815533980582524,0.666666666666667,0.796407185628742,0.803212851405622,0.87229862475442,0.839285714285714,0.878850102669405,0.885214007782101,0.887795275590551,"all","combined"
"122",0.506352087114338,0.655954631379962,0.677655677655678,0.721789883268482,0.7005444646098,0.692167577413479,0.723735408560311,0.758878504672897,0.596078431372549,0.724470134874759,0.741444866920152,0.777358490566038,0.806201550387597,0.814583333333333,0.829827915869981,0.822355289421158,0.682,0.78698224852071,0.838403041825095,0.814453125,0.828125,0.847826086956522,0.865731462925852,0.893574297188755,"all","combined"
"132",0.49814126394052,0.650092081031308,0.642348754448399,0.71505376344086,0.683928571428571,0.670309653916211,0.72992700729927,0.731261425959781,0.591876208897485,0.711895910780669,0.767395626242545,0.779324055666004,0.825426944971537,0.804971319311663,0.802303262955854,0.824561403508772,0.665377176015474,0.754491017964072,0.817120622568093,0.845559845559846,0.858757062146893,0.884920634920635,0.861271676300578,0.864541832669323,"all","combined"
"142",0.486538461538462,0.609756097560976,0.644599303135889,0.633390705679862,0.702608695652174,0.72744014732965,0.687385740402194,0.682882882882883,0.573737373737374,0.682926829268293,0.759036144578313,0.756385068762279,0.806706114398422,0.800804828973843,0.807359307359307,0.828740157480315,0.671206225680934,0.777996070726916,0.802348336594912,0.827380952380952,0.858546168958743,0.865612648221344,0.882936507936508,0.82565130260521,"all","combined"
"152",0.498181818181818,0.640933572710952,0.686131386861314,0.708097928436911,0.697080291970803,0.69060773480663,0.705996131528046,0.724074074074074,0.58203125,0.710727969348659,0.758687258687259,0.78252427184466,0.806060606060606,0.801923076923077,0.803180914512923,0.785714285714286,0.646365422396857,0.771760154738878,0.827655310621243,0.858800773694391,0.847695390781563,0.883399209486166,0.868686868686869,0.90224032586558,"all","combined"
"162",0.525,0.617307692307692,0.653136531365314,0.621478873239437,0.724074074074074,0.672161172161172,0.72212389380531,0.715302491103203,0.589147286821705,0.716904276985743,0.741444866920152,0.74703557312253,0.798418972332016,0.79520295202952,0.795321637426901,0.798792756539235,0.690283400809717,0.800773694390716,0.836,0.822834645669291,0.847826086956522,0.851926977687627,0.891566265060241,0.871287128712871,"all","combined"
"172",0.502626970227671,0.618117229129662,0.672760511882998,0.65981308411215,0.686067019400353,0.723132969034608,0.672253258845438,0.735401459854015,0.591919191919192,0.6953125,0.775047258979206,0.760154738878143,0.804263565891473,0.801158301158301,0.803118908382066,0.797020484171322,0.647859922178988,0.750511247443763,0.851190476190476,0.859884836852207,0.835030549898167,0.83367139959432,0.856565656565657,0.88454011741683,"all","combined"
"182",0.524680073126143,0.649812734082397,0.666011787819253,0.699261992619926,0.738372093023256,0.691605839416058,0.737881508078995,0.723484848484849,0.603206412825651,0.710371819960861,0.74373795761079,0.743243243243243,0.779324055666004,0.780821917808219,0.799204771371769,0.832380952380952,0.705050505050505,0.76171875,0.835643564356436,0.808383233532934,0.855421686746988,0.845070422535211,0.869653767820774,0.888,"all","combined"
"192",0.530612244897959,0.627697841726619,0.673873873873874,0.692727272727273,0.723132969034608,0.737704918032787,0.699619771863118,0.722522522522522,0.572549019607843,0.713178294573643,0.727642276422764,0.778217821782178,0.795275590551181,0.798507462686567,0.813461538461538,0.821153846153846,0.658682634730539,0.784431137724551,0.810546875,0.827111984282908,0.845849802371542,0.850393700787402,0.856573705179283,0.873983739837398,"all","combined"
"202",0.519480519480519,0.625231910946197,0.650623885918004,0.673144876325088,0.717472118959108,0.72848948374761,0.73574144486692,0.727272727272727,0.62015503875969,0.729571984435798,0.735632183908046,0.744094488188976,0.755769230769231,0.803607214428858,0.802734375,0.807465618860511,0.661354581673307,0.795677799607073,0.801587301587302,0.852760736196319,0.83596837944664,0.846758349705305,0.834990059642147,0.875984251968504,"all","combined"
"213",0.495575221238938,0.643510054844607,0.681081081081081,0.66358595194085,0.680212014134276,0.711433756805808,0.729292929292929,0.719330855018587,0.595959595959596,0.709125475285171,0.772466539196941,0.757281553398058,0.738963531669866,0.804347826086957,0.783567134268537,0.798,0.660678642714571,0.764705882352941,0.841140529531568,0.848605577689243,0.822050290135397,0.870905587668593,0.877470355731225,0.894,"all","combined"
"222",0.517757009345794,0.634686346863469,0.675874769797422,0.68141592920354,0.685288640595903,0.731481481481482,0.721818181818182,0.738898756660746,0.59765625,0.707602339181287,0.76734693877551,0.776876267748479,0.777327935222672,0.783838383838384,0.785714285714286,0.814595660749507,0.664717348927875,0.806841046277666,0.81496062992126,0.838150289017341,0.864646464646465,0.876923076923077,0.872983870967742,0.9,"all","combined"
"232",0.549098196392786,0.645220588235294,0.639774859287054,0.677935943060498,0.683018867924528,0.696969696969697,0.765682656826568,0.729390681003584,0.593561368209256,0.68063872255489,0.792490118577075,0.807392996108949,0.77843137254902,0.781190019193858,0.797709923664122,0.820075757575758,0.67,0.763636363636364,0.81,0.823647294589178,0.865234375,0.854870775347913,0.879446640316206,0.864811133200795,"all","combined"
"242",0.524366471734893,0.62007874015748,0.683729433272395,0.674377224199288,0.711072664359862,0.719465648854962,0.715563506261181,0.732965009208103,0.596,0.670020120724346,0.72621359223301,0.76530612244898,0.807615230460922,0.79837067209776,0.812379110251451,0.815891472868217,0.693415637860082,0.767716535433071,0.831983805668016,0.849504950495049,0.864811133200795,0.856866537717602,0.871541501976285,0.881132075471698,"all","combined"
"252",0.511278195488722,0.62708719851577,0.643911439114391,0.667250437828371,0.733067729083665,0.729128014842301,0.7005444646098,0.742125984251969,0.617307692307692,0.681017612524462,0.768642447418738,0.753968253968254,0.805383022774327,0.791828793774319,0.798019801980198,0.801904761904762,0.685258964143426,0.771484375,0.82295719844358,0.834630350194553,0.853228962818004,0.868369351669941,0.871743486973948,0.851485148514851,"all","combined"
"262",0.491166077738516,0.654916512059369,0.625862068965517,0.68006993006993,0.678445229681979,0.73394495412844,0.727605118829982,0.719489981785064,0.630522088353414,0.722846441947566,0.771653543307087,0.755859375,0.814516129032258,0.825670498084291,0.818897637795276,0.81957773512476,0.674509803921569,0.768924302788845,0.833976833976834,0.833652007648184,0.863905325443787,0.877510040160643,0.893700787401575,0.917505030181087,"all","combined"
"272",0.519774011299435,0.594843462246777,0.668650793650794,0.670212765957447,0.717902350813743,0.718518518518519,0.705882352941177,0.711069418386492,0.609561752988048,0.694117647058824,0.731372549019608,0.769685039370079,0.768642447418738,0.791828793774319,0.807476635514019,0.822265625,0.65050505050505,0.820662768031189,0.862903225806452,0.823529411764706,0.865731462925852,0.836363636363636,0.852941176470588,0.875,"all","combined"
"282",0.515267175572519,0.631984585741811,0.666666666666667,0.687378640776699,0.700934579439252,0.702495201535509,0.725274725274725,0.746880570409982,0.60665362035225,0.710172744721689,0.723404255319149,0.792,0.787476280834915,0.806324110671937,0.82509505703422,0.859126984126984,0.708835341365462,0.769076305220884,0.814741035856574,0.831067961165049,0.816901408450704,0.875243664717349,0.873727087576375,0.888671875,"all","combined"
"292",0.517857142857143,0.648798521256932,0.649155722326454,0.703703703703704,0.727605118829982,0.691622103386809,0.719101123595506,0.708571428571429,0.572916666666667,0.68762278978389,0.708502024291498,0.776447105788423,0.799188640973631,0.810975609756098,0.790076335877863,0.822134387351779,0.697265625,0.783231083844581,0.825742574257426,0.848722986247544,0.865461847389558,0.872047244094488,0.874501992031873,0.876984126984127,"all","combined"
"302",0.549348230912477,0.63653483992467,0.663669064748201,0.68488160291439,0.732447817836812,0.711500974658869,0.682539682539683,0.75,0.57455268389662,0.716730038022814,0.75049504950495,0.738721804511278,0.78515625,0.780487804878049,0.804081632653061,0.826429980276134,0.706586826347305,0.761431411530815,0.837573385518591,0.827111984282908,0.861386138613861,0.873540856031128,0.861660079051383,0.85515873015873,"all","combined"
"313",0.514886164623468,0.648221343873518,0.67741935483871,0.67097966728281,0.701298701298701,0.675724637681159,0.707456978967495,0.739526411657559,0.627151051625239,0.709369024856597,0.716831683168317,0.801603206412826,0.79696394686907,0.837349397590361,0.809055118110236,0.81335952848723,0.656804733727811,0.816205533596838,0.786692759295499,0.844488188976378,0.864541832669323,0.856031128404669,0.862549800796813,0.8714859437751,"all","combined"
"322",0.48975791433892,0.667293233082707,0.647727272727273,0.690434782608696,0.702702702702703,0.687037037037037,0.689839572192513,0.729281767955801,0.576699029126214,0.734104046242775,0.74,0.739644970414201,0.823754789272031,0.793587174348697,0.82156862745098,0.806083650190114,0.700396825396825,0.766129032258065,0.819960861056751,0.844311377245509,0.83969465648855,0.852998065764023,0.895551257253385,0.891944990176817,"all","combined"
"332",0.493554327808471,0.61443661971831,0.656976744186046,0.681297709923664,0.697552447552448,0.718464351005484,0.77037037037037,0.731428571428571,0.610169491525424,0.701375245579568,0.731517509727626,0.760479041916168,0.784584980237154,0.801541425818882,0.783938814531549,0.837209302325581,0.666666666666667,0.782961460446247,0.816115702479339,0.838709677419355,0.815261044176707,0.87,0.867704280155642,0.873804971319312,"all","combined"
"342",0.505514705882353,0.641404805914972,0.627862595419847,0.684575389948007,0.671454219030521,0.735985533453888,0.751824817518248,0.712727272727273,0.600760456273764,0.7,0.762,0.786885245901639,0.769685039370079,0.781368821292776,0.805725971370143,0.836223506743738,0.658153241650295,0.794174757281553,0.83011583011583,0.840909090909091,0.847695390781563,0.877712031558185,0.870775347912525,0.895145631067961,"all","combined"
"352",0.532110091743119,0.613019891500904,0.675276752767528,0.690431519699812,0.712765957446808,0.725925925925926,0.704918032786885,0.741818181818182,0.570588235294118,0.706692913385827,0.728846153846154,0.760233918128655,0.78125,0.807465618860511,0.824457593688363,0.802348336594912,0.686274509803922,0.770712909441233,0.772549019607843,0.852140077821012,0.886454183266932,0.862403100775194,0.871031746031746,0.910679611650485,"all","combined"
"362",0.517179023508137,0.635849056603774,0.690777576853526,0.676785714285714,0.729941291585127,0.722846441947566,0.718260869565217,0.744990892531876,0.625242718446602,0.697087378640777,0.719367588932806,0.761538461538461,0.7882797731569,0.827722772277228,0.796875,0.822448979591837,0.661354581673307,0.752362948960302,0.804040404040404,0.801192842942346,0.881763527054108,0.866141732283465,0.875,0.881526104417671,"all","combined"
"372",0.493996569468268,0.634099616858238,0.655405405405405,0.652802893309222,0.693877551020408,0.698841698841699,0.728813559322034,0.737354085603113,0.584493041749503,0.7265625,0.737154150197628,0.783203125,0.81,0.771428571428571,0.773584905660377,0.828793774319066,0.691860465116279,0.785714285714286,0.798828125,0.852427184466019,0.845995893223819,0.890909090909091,0.886679920477137,0.856299212598425,"all","combined"
"382",0.516605166051661,0.645338208409506,0.654135338345865,0.653846153846154,0.666666666666667,0.697318007662835,0.69060773480663,0.748188405797101,0.590643274853801,0.732313575525813,0.744939271255061,0.788461538461538,0.814229249011858,0.783625730994152,0.809426229508197,0.803571428571429,0.656126482213439,0.778672032193159,0.822916666666667,0.840637450199203,0.861932938856016,0.851428571428571,0.851778656126482,0.878846153846154,"all","combined"
"392",0.490157480314961,0.622390891840607,0.65017667844523,0.670886075949367,0.677361853832442,0.719858156028369,0.729349736379613,0.753271028037383,0.610789980732177,0.688090737240076,0.771428571428571,0.715976331360947,0.784735812133072,0.779270633397313,0.820754716981132,0.805825242718447,0.666023166023166,0.772727272727273,0.836363636363636,0.82295719844358,0.857142857142857,0.852760736196319,0.864077669902913,0.856299212598425,"all","combined"
"402",0.516377649325626,0.606403013182674,0.637023593466425,0.667311411992263,0.694139194139194,0.731663685152057,0.727436823104693,0.696428571428571,0.597609561752988,0.715725806451613,0.770137524557957,0.756756756756757,0.777142857142857,0.799607072691552,0.816733067729084,0.850202429149798,0.625246548323471,0.79296875,0.783300198807157,0.827977315689981,0.850194552529183,0.864811133200795,0.85408560311284,0.883268482490272,"all","combined"
"413",0.525641025641026,0.598198198198198,0.670016750418761,0.674676524953789,0.682156133828996,0.699082568807339,0.702912621359223,0.729831144465291,0.636363636363636,0.708414872798434,0.75098814229249,0.786290322580645,0.785425101214575,0.816764132553606,0.810506566604128,0.831600831600832,0.689108910891089,0.752851711026616,0.811538461538462,0.837890625,0.860510805500982,0.862903225806452,0.887351778656126,0.867816091954023,"all","combined"
"422",0.506542056074766,0.61284046692607,0.666666666666667,0.658493870402802,0.690812720848057,0.763401109057301,0.694698354661792,0.730072463768116,0.58498023715415,0.691729323308271,0.733082706766917,0.787819253438114,0.7875,0.795497185741088,0.787819253438114,0.817669172932331,0.689108910891089,0.790513833992095,0.832369942196532,0.829126213592233,0.882703777335984,0.876425855513308,0.853413654618474,0.847358121330724,"all","combined"
"432",0.513157894736842,0.633644859813084,0.675774134790528,0.679924242424242,0.692585895117541,0.718132854578097,0.710332103321033,0.75763358778626,0.624497991967871,0.690248565965583,0.776679841897233,0.801169590643275,0.782101167315175,0.773584905660377,0.810246679316888,0.802707930367505,0.655241935483871,0.766990291262136,0.815109343936382,0.847222222222222,0.834615384615385,0.856299212598425,0.888888888888889,0.845703125,"all","combined"
"442",0.488495575221239,0.578651685393258,0.650434782608696,0.657458563535912,0.667917448405253,0.696969696969697,0.714007782101167,0.722120658135283,0.604743083003953,0.717348927875244,0.752535496957404,0.746913580246914,0.771929824561403,0.807251908396947,0.803149606299213,0.83201581027668,0.673228346456693,0.787698412698413,0.877755511022044,0.845098039215686,0.836893203883495,0.856,0.889328063241107,0.868725868725869,"all","combined"
"452",0.520231213872832,0.643115942028985,0.650735294117647,0.684210526315789,0.693457943925234,0.717047451669596,0.724334600760456,0.714285714285714,0.632246376811594,0.711155378486056,0.750972762645914,0.787819253438114,0.78515625,0.790606653620352,0.807251908396947,0.792156862745098,0.669306930693069,0.760649087221095,0.827586206896552,0.862823061630219,0.858267716535433,0.852295409181637,0.864097363083164,0.884086444007859,"all","combined"
"462",0.487272727272727,0.627522935779817,0.66796875,0.713747645951036,0.71858407079646,0.715930902111324,0.721723518850987,0.694200351493849,0.61969111969112,0.711693548387097,0.75049115913556,0.798861480075901,0.799621928166352,0.801960784313726,0.802281368821293,0.796812749003984,0.637274549098196,0.765913757700205,0.817647058823529,0.853754940711462,0.858823529411765,0.856862745098039,0.852295409181637,0.867704280155642,"all","combined"
"472",0.504332755632582,0.620626151012891,0.680656934306569,0.685661764705882,0.740213523131673,0.692307692307692,0.717543859649123,0.74,0.591876208897485,0.747368421052632,0.745173745173745,0.735700197238659,0.78585086042065,0.812619502868069,0.821073558648111,0.800766283524904,0.637651821862348,0.790566037735849,0.84765625,0.825831702544031,0.834307992202729,0.853061224489796,0.87866927592955,0.883858267716535,"all","combined"
"482",0.497307001795332,0.641025641025641,0.676300578034682,0.714782608695652,0.689463955637708,0.684782608695652,0.707224334600761,0.730297723292469,0.568359375,0.702970297029703,0.724007561436673,0.779324055666004,0.746987951807229,0.815686274509804,0.793587174348697,0.837786259541985,0.687007874015748,0.803643724696356,0.830645161290323,0.837782340862423,0.871844660194175,0.866019417475728,0.895582329317269,0.886538461538461,"all","combined"
"492",0.555555555555556,0.624772313296903,0.662045060658579,0.680473372781065,0.706521739130435,0.723404255319149,0.741935483870968,0.695099818511797,0.597633136094675,0.705304518664047,0.763779527559055,0.74901185770751,0.784158415841584,0.79110251450677,0.841209829867675,0.812977099236641,0.6796875,0.776209677419355,0.795546558704453,0.861480075901328,0.86530612244898,0.874015748031496,0.871345029239766,0.898989898989899,"all","combined"
"502",0.546139359698682,0.579816513761468,0.684210526315789,0.682060390763766,0.721014492753623,0.694444444444444,0.71602787456446,0.770750988142292,0.617702448210923,0.68958742632613,0.733962264150943,0.746124031007752,0.781783681214421,0.816981132075472,0.799242424242424,0.828343313373254,0.695049504950495,0.755952380952381,0.848722986247544,0.830078125,0.838582677165354,0.851020408163265,0.860834990059642,0.891944990176817,"all","combined"
"513",0.506398537477148,0.623134328358209,0.659133709981168,0.684115523465704,0.676056338028169,0.722120658135283,0.702508960573477,0.759013282732448,0.623721881390593,0.708333333333333,0.738613861386139,0.773255813953488,0.808139534883721,0.789795918367347,0.818702290076336,0.832075471698113,0.656746031746032,0.781925343811395,0.819230769230769,0.849504950495049,0.877952755905512,0.879377431906615,0.858333333333333,0.901162790697674,"all","combined"
"522",0.510436432637571,0.648148148148148,0.654255319148936,0.661844484629295,0.693840579710145,0.743772241992883,0.716094032549729,0.748188405797101,0.595959595959596,0.737451737451737,0.77027027027027,0.737451737451737,0.784708249496982,0.778864970645793,0.810276679841897,0.831067961165049,0.679207920792079,0.754455445544554,0.81957773512476,0.843873517786561,0.815415821501014,0.83984375,0.88671875,0.898238747553816,"all","combined"
"532",0.482820976491863,0.605954465849387,0.651574803149606,0.730627306273063,0.724820143884892,0.676416819012797,0.749003984063745,0.708029197080292,0.603112840466926,0.705996131528046,0.724609375,0.785299806576402,0.771653543307087,0.818548387096774,0.795501022494888,0.806513409961686,0.676923076923077,0.762278978388998,0.811023622047244,0.837301587301587,0.862,0.863723608445297,0.86530612244898,0.887128712871287,"all","combined"
"542",0.533834586466165,0.62043795620438,0.665467625899281,0.673179396092362,0.729779411764706,0.706720977596741,0.698752228163993,0.737051792828685,0.612085769980507,0.722960151802656,0.743879472693032,0.794,0.776290630975143,0.8203125,0.815442561205273,0.828282828282828,0.671232876712329,0.775303643724696,0.811359026369168,0.860236220472441,0.848837209302326,0.883299798792757,0.858846918489066,0.898238747553816,"all","combined"
"552",0.543893129770992,0.650095602294455,0.673040152963671,0.673758865248227,0.689138576779026,0.702276707530648,0.73491773308958,0.776031434184676,0.603174603174603,0.712062256809339,0.739382239382239,0.764,0.787072243346008,0.791907514450867,0.814744801512287,0.852156057494867,0.683266932270916,0.757575757575758,0.839285714285714,0.827722772277228,0.859154929577465,0.852,0.86626746506986,0.885826771653543,"all","combined"
"562",0.496268656716418,0.636036036036036,0.649029982363316,0.733212341197822,0.7,0.688041594454073,0.703839122486289,0.704830053667263,0.62111801242236,0.717131474103586,0.752399232245681,0.77,0.779761904761905,0.793103448275862,0.804780876494024,0.796039603960396,0.652427184466019,0.801526717557252,0.83203125,0.813253012048193,0.847195357833656,0.87189292543021,0.884313725490196,0.903353057199211,"all","combined"
"572",0.489285714285714,0.627522935779817,0.65625,0.676369863013699,0.669921875,0.732620320855615,0.697318007662835,0.739130434782609,0.594961240310077,0.75049115913556,0.734892787524366,0.787524366471735,0.766932270916335,0.806451612903226,0.795591182364729,0.81532416502947,0.705304518664047,0.775051124744376,0.835616438356164,0.86105675146771,0.845213849287169,0.857142857142857,0.868852459016393,0.885480572597137,"all","combined"
"582",0.53030303030303,0.638532110091743,0.671003717472119,0.690839694656489,0.693916349809886,0.71858407079646,0.716165413533835,0.73308957952468,0.619718309859155,0.711240310077519,0.74251497005988,0.713178294573643,0.764227642276423,0.793172690763052,0.813387423935091,0.802,0.645792563600783,0.8,0.864,0.819875776397516,0.87624750499002,0.865346534653465,0.886409736308316,0.896907216494845,"all","combined"
"592",0.527102803738318,0.674766355140187,0.697552447552448,0.647887323943662,0.685328185328185,0.708955223880597,0.744058500914077,0.735883424408015,0.601593625498008,0.710227272727273,0.724409448818898,0.768595041322314,0.768089053803339,0.798353909465021,0.803245436105477,0.820075757575758,0.663366336633663,0.768482490272374,0.82897384305835,0.839920948616601,0.870636550308008,0.883399209486166,0.897959183673469,0.88622754491018,"all","combined"
"602",0.549295774647887,0.653429602888087,0.661791590493601,0.708984375,0.695575221238938,0.702602230483271,0.731617647058823,0.750972762645914,0.625730994152047,0.709055876685935,0.732558139534884,0.763059701492537,0.779527559055118,0.823182711198428,0.817658349328215,0.845841784989858,0.67378640776699,0.785992217898833,0.798,0.828571428571429,0.868627450980392,0.864097363083164,0.856862745098039,0.863905325443787,"all","combined"
"613",0.509981851179673,0.636871508379888,0.688073394495413,0.712031558185404,0.719789842381786,0.707964601769911,0.730357142857143,0.698010849909584,0.611969111969112,0.752475247524752,0.755060728744939,0.786427145708583,0.775390625,0.797270955165692,0.819607843137255,0.782178217821782,0.686354378818737,0.758284600389864,0.813627254509018,0.84928716904277,0.877227722772277,0.807843137254902,0.861598440545809,0.86078431372549,"all","combined"
"622",0.504708097928437,0.614695340501792,0.697718631178707,0.661791590493601,0.696629213483146,0.707885304659498,0.732580037664783,0.744485294117647,0.655511811023622,0.728542914171657,0.728712871287129,0.751968503937008,0.81183932346723,0.820866141732283,0.794871794871795,0.856850715746421,0.66,0.75,0.810444874274661,0.85546875,0.859922178988327,0.873015873015873,0.874747474747475,0.887596899224806,"all","combined"
"632",0.512544802867383,0.61864406779661,0.677165354330709,0.652094717668488,0.681564245810056,0.722627737226277,0.721495327102804,0.743772241992883,0.544204322200393,0.706225680933852,0.728515625,0.762745098039216,0.767619047619048,0.789370078740158,0.801980198019802,0.813229571984436,0.695906432748538,0.804780876494024,0.813725490196078,0.829501915708812,0.841269841269841,0.865346534653465,0.901408450704225,0.874493927125506,"all","combined"
"642",0.500897666068223,0.620952380952381,0.647482014388489,0.68450184501845,0.729885057471264,0.713787085514834,0.742397137745975,0.719489981785064,0.599214145383104,0.713147410358566,0.774703557312253,0.763915547024952,0.775047258979206,0.825557809330629,0.823639774859287,0.838509316770186,0.657314629258517,0.756756756756757,0.813953488372093,0.853846153846154,0.839103869653768,0.835616438356164,0.880769230769231,0.869215291750503,"all","combined"
"652",0.469945355191257,0.646840148698885,0.654478976234004,0.68609022556391,0.679389312977099,0.751851851851852,0.739130434782609,0.736559139784946,0.591170825335892,0.686746987951807,0.724334600760456,0.736111111111111,0.761165048543689,0.785185185185185,0.814285714285714,0.823076923076923,0.677669902912621,0.740442655935614,0.785433070866142,0.818713450292398,0.835907335907336,0.850806451612903,0.881322957198444,0.888671875,"all","combined"
"662",0.503861003861004,0.618629173989455,0.658715596330275,0.68141592920354,0.682745825602968,0.738878143133462,0.6996336996337,0.736943907156673,0.587890625,0.72621359223301,0.748582230623819,0.754901960784314,0.781124497991968,0.821011673151751,0.811475409836066,0.834932821497121,0.701375245579568,0.771543086172345,0.782077393075356,0.845098039215686,0.852589641434263,0.852295409181637,0.894632206759443,0.890625,"all","combined"
"672",0.495511669658887,0.603321033210332,0.663326653306613,0.68796992481203,0.681735985533454,0.714028776978417,0.716723549488055,0.73021582733813,0.607421875,0.678916827852998,0.777131782945736,0.782178217821782,0.803607214428858,0.774436090225564,0.820415879017013,0.836327345309381,0.670781893004115,0.792563600782779,0.825490196078431,0.85,0.870333988212181,0.864583333333333,0.872047244094488,0.895791583166333,"all","combined"
"682",0.527001862197393,0.658040665434381,0.656934306569343,0.657250470809793,0.692160611854684,0.723636363636364,0.740942028985507,0.702702702702703,0.598540145985402,0.674329501915709,0.759223300970874,0.78714859437751,0.765531062124248,0.78735632183908,0.830409356725146,0.812865497076023,0.675247524752475,0.748514851485149,0.80859375,0.863366336633663,0.862823061630219,0.863461538461539,0.875,0.848126232741617,"all","combined"
"692",0.496993987975952,0.658301158301158,0.672535211267606,0.667883211678832,0.712406015037594,0.709551656920078,0.724820143884892,0.72463768115942,0.601980198019802,0.70391061452514,0.744094488188976,0.756756756756757,0.777562862669246,0.811133200795229,0.823170731707317,0.803757828810021,0.677865612648221,0.76504854368932,0.819230769230769,0.840816326530612,0.872093023255814,0.869902912621359,0.853465346534653,0.877227722772277,"all","combined"
